Text	Class
"🚙Retencions:
C-58 a Sant Quirze -&gt;BCN 
B-30 a Barberà sentit sud i a Cerdanyola -&gt;nord 
De B-24 Cervelló a N-340 Vallirana 
C-12 a Tortosa per obres 
C-14 a la Conca de Barberà  "	1
"⚠️🚗Encara : Cua a la Ronda de dalt del NT a la Vall d’Hebron sentit Llobregat. Per una topada que talla un carril . Afecta la pota nord des de Santa Coloma de Gramenet. 
⚠️🚗 També aturat d’Esplugues al NT per un altre accident que talla dos carrils "	1
⚠️🚚Camió avariat a l’A-2 a Collbató sentit Lleida  	1
⚠️🚚Tallada la N-141 a Bossòst per un camió que ha quedat travessat en mig de la via a la part francesa.  	1
"⚠️🚗Accident a la Ronda de dalt a la Vall d’Hebron sentit Llobregat . Aturats de Canyelles a la Vall d’Hebron 
⚠️🚗També aturat d’Horta la NT on hi ha un altre accident i més enrere d’esplugues a Sarrià .  "	1
⚠️🚗Accident a la Ronda de dalt a la Vall d’Hebron sentit Llobregat . CUES 	1
⚠️🚗Pas alternatiu a la C-55 a Monistrol de Montserrat per una topada de dos vehicles .Cues sobretot sentit nord 	1
"🚙CUES:
🚧C-17 a Montcada sentit BCN per obres 
🚧C-25 a Campllong &lt;-&gt; per obres 
🚧C-12 a Tortosa &lt;-&gt; per obres 
      C-1413 antiga d'entrada a la població de Sabadell  "	1
"⚠️Encara 2 carrils tallats a l'AP-7 a #BarberàDelVallès PK 146 -&gt; sud. Retencions: 
➡️Mollet - Barberà -&gt; sud 
➡️Bellaterra - Barberà -&gt; nord 
 https://t.co/6EhnOzHTxI"	1
@BarryExcellence Gràcies, bon dia! 🙂	1
⚠️Ronda de Dalt: retencions Diagonal - Vallcarca -&gt; Trinitat, a causa d'un accident. Precaució!  https://t.co/IIYeCBUred	1
⚠️AP-7: retencions #SantaPerpètuaDeMogoda - #Barberà -&gt; sud, a causa d'un accident. Foto @infoautopista  https://t.co/OVuFIuAzFz	1
🌨️A causa de les nevades, calen cadenes per travessar el Coll de la Creueta, a la BV-4031 entre #CastellarDeNHug i La Molina 	1
"⚠️Nou accident a l'AP-7, ara a #SantCugatDelVallès PK 159 -&gt; Girona. Retencions: 
➡️AP-7 El Papiol - Sant Cugat -&gt; nord
➡️B-23 Sant Feliu - El Papiol -&gt; enllaç AP-7 
"	1
⚠️L'avaria d'un comboi en sentit contrari ha afectat el tren R13 @Renfe Lleida 07:15 - Estació de França 09:54, que circula amb 30' de retard 	1
⚠️🚆R13 @Renfe Estació de França 06:47 - Lleida 09:58 circula amb 30 minuts de retard a causa d'una avaria que l'ha mantingut aturat a Roda de Berà 	1
⚠️Accident a l'AP-7 a #Castellbisbal PK 166 -&gt; Girona.  Retencions. Resolts els diversos accidents que hi ha hagut també aquest matí a l'AP-7 	1
"⚠️Tercer accident aquest matí a l'AP-7. Ara al #Papiol -&gt; Girona. Retencions:
➡️AP-7 #Castellbisbal - El Papiol -&gt; nord 
➡️B-23 #SantFeliu - El Papiol -&gt; Girona 
"	1
@MartixLlava Gràcies per alertar-nos. Bon dia! 🙂	1
⚠️AP-7: retencions #Mollet - #SantaPerpètuaDeMogoda -&gt; sud, a causa d'un accident. Precaució!  https://t.co/FTtU0yNQw2	1
"⚠️2 accidents: 
➡️AP-7 a #MaçanetDeLaSelva  -&gt; sud. 1 carril obert. Retencions 
➡️Ronda de Dalt (tram C-32) a #Esplugues  -&gt; Llobregat. 1 carril tallat. 
"	1
🌬️🚙🎋Un carril tallat AP-2 a Bisbal del Penedès -&gt;Saragossa per un arbre que ha caigut a la via . 	1
🌬️🚙🎋Un carril tallat a l'AP-7 a Mont-Roig del Camp-&gt;València  per un arbre que ha caigut a la via . 	1
"🚙Encara CUES:
⚠️C-58 de  de Cerdanyola a Montcada i del NT a Montcada -&gt;Terrassa per un accident
⚠️AP-7 de Bellaterra  a Sant Cugat -&gt;sud .Fa una estona ha cremat un vehicle. "	1
"🚙ATURATS:
C-58 de Terrassa a Sabadell -&gt;sud i de Montcada al NT 
C-60 a Argentona -&gt;Mataró 
⚠️🚗N-II al Masnou (accident)  i a Vilassar de Mar 
C-1413 antiga d’entrada a la població de Sabadell "	1
"🚙CUES:
C-17  de Lliçà a Parets del Vallès 
Túnel de Vallvidrera-&gt;BCN
⚠️🚗Pota sud de Cornellà a la C-32 a Sant Boi sentit Castelldefels per una topada .També retencions  de Viladecans a Sant Boi-&gt;BCN i 
Afecta la Ronda de dalt des de Pedralbes al Nus del Llobregat . "	1
"🚙CUES:
AP-7 de Santa Perpètua a Barberà i ⚠️🚗4km a Sant Cugat  (accident) -&gt;sud i a Sant Cugat -&gt;nord 
B-30 a Barberà sentit sud i a Cerdanyola sentit nord 
B-23 de Molins de Rei al Papiol -&gt;Girona i d’Esplugues a la Diagonal "	1
❄️🚙També calen cadenes a la BV-4031 entre Castellar de n'Hug i Toses 	1
⚠️🚗Accident a la Ronda de dalt a prop del NT sentit Llobregat  i cua des de la Pota nord Santa Coloma de Gramenet  	1
❄️🚙Conseqüència de la neu calen cadenes a la C-28 per passar el port del a Bonaigua 	1
⚠️🚗Accident a la N-II al Masnou . CUES 	1
"🚙Retencions :
C-35 a Sant Celoni
C-60 a Argentona -&gt;Mataró "	1
🚧C-17 a Gurb -&gt;sud (obres) i  de Lliçà a Parets del Vallès -&gt;sud i a Parets -&gt;Vic  C-58 de Terrassa a Sant Quirze -&gt;sud  	1
"🚙CUES:
AP-7 de Santa Perpètua a Barberà i de Sant Cugat  al Papiol -&gt;sud 
B-30 a Barberà sentit sud i a Cerdanyola sentit nord 
B-23 de Molins de Rei al Papiol -&gt;Girona "	1
⚠️🚗Aturats de la Pota sud a Cornellà a la C-32 a Sant Boi sentit Castelldefels per una topada 	1
"🚙Retencions:
⚠️🚚 Cua a l’A-2 a Òdena -&gt;Lleida per un accident amb un camió implicat .
🚧Retencions a la C-12 a Tortosa per obres 
B-30 a Barberà sentit sud i a Cerdanyola sentit nord 
N-II de Girona a Quart  "	1
🚆Talgo 697 (Estació de França-Sevilla) acumula més de 20 minuts de retard.  https://t.co/0S7ripZMZj	1
🚆Euromed (Alacant -Estació de França ) acumula mitja hora de retard.  https://t.co/UZdJ2aPPUP	1
⚠️🚗Cinturó del litoral de Cornellà a Sant Joan Despí -&gt;Lleida. Hi ha un vehicle aturat . 	1
"Aturats :
De B-24 Cervelló a N-340 Vallirana
🚧 C-12 a Tortosa per obres 
🚧C-17 de les  Masies de Voltregà a Gurb sentit sud per obres "	1
"⚠️🚗Cua a l’A-2 de Castellolí a Òdena -&gt;Lleida per un accident 
⚠️🚗Accident a la C-58 a Torre Baró -&gt;Terrassa. Hi ha un carril tallat. 
Afecta: la Ronda litoral des de Sant Adrià de Besòs i la Pota nord des de Santa Coloma de Gramenet.  "	1
🚆Tren R16 (Tortosa 11:07 Estació de França 13:54)  acumula 45 minuts de retard . 	1
"🚧Retencions a la C-12 a Tortosa per obres 
Aturades a la C-17 a Gurb sentit sud  "	1
"⚠️🚗 Cua a l’A-2 de Castellolí a Òdena -&gt;Lleida per un accident .
✅Han retirat uns vehicles que hi havia accidentats a la C-58 a Torre Baró sentit Terrassa 
Queden retencions a la Ronda litoral a Sant Adrià -&gt;Besòs  "	1
❗️👨‍🚒Una manifestació de Bombers pel Centre de BCN talla ara la Rambla i obliga a desviar línies de #BusBCN. Problemes per circular a la zona  https://t.co/W3eFYJDOj9	1
@jsolerdb Moltes gràcies! 🙂	1
❗️🚆 R16 Tortosa 11:07 - Estació de França 13:54, aturat a L'Aldea- Amposta a causa d’una incidència tècnica d'un altre tren 	1
🚧Retencions a la C-17 d'#Aiguafreda a #Centelles -&gt; Vic, a causa d'obres 	1
⚠️🚆Comboi de l'R13 de @Renfe avariat retrocedeix, i circula amb 1 hora i 25' de retard  https://t.co/m9gNll5s1z	1
⚠️🚆Una incidència a la senyalització automàtica d'@Adif_es entre #Calella i #Pineda provoca retards d'almenys 15' a l'R1 de @rodalies. De moment no afecta l'RG1 	1
⚠️🚆Comboi R13 @Renfe avariat a #RodaDeBarà  https://t.co/EDHTFwfGMn	1
"🚗🚛Encara llargues cues a les Rondes, sobretot la Litoral. 
➡️R. Litoral: Bon Pastor - Barceloneta -&gt; Llobregat
Mercabarna - Can Tunis / enllaç Gran Via - Nus Trinitat
➡️R. de Dalt: Via Júlia - Pedralbes -&gt; Llobregat
Cornellà - Pedralbes -&gt; Trinitat 
 https://t.co/88VtzHTSjJ"	1
"🚗🚛Cues a l'AP-7: 
➡️Montornès-Parets/Santa Perpètua-Barberà/Sant Cugat-El Papiol -&gt; sud 
➡️S. Cugat -&gt; Girona 
 https://t.co/IEjeSyFI9r"	1
"🚗🛵Cues als accessos nord a BCN: 
➡️C-58 Terrassa Est-Badia/Montcada-Nus Trinitat -&gt; BCN
NT-Ripollet -&gt; Terrassa
➡️C-16 Rubí-S.Cugat/Valldoreix/peatge-boca nord Túnel Vallvidrera 
➡️B-20 S.Coloma-Nus Trinitat
➡️C-31 a Badalona 
 https://t.co/lbwPUErubZ"	1
"🚗Cues habituals als principals accessos a BCN. Pel sud: 
➡️A-2 Castellbisbal-Pallejà/S.Vicenç Horts-Cornellà -&gt; BCN 
A Martorell -&gt; Lleida 
➡️B-23 Molins de Rei-Diagonal -&gt; BCN
Molins-Papiol -&gt; Girona 
➡️B-24 a Pallejà -&gt; A-2
➡️C-32 Gavà-Sant Boi
➡️C-31 al Prat 
 https://t.co/9ZAB27UpVj"	1
❗️👮‍♀️Possibilitat de carrers tallats a Ciutat Vella de BCN pel macrooperatiu dels @mossos. Precaució!  https://t.co/hMqwzKNZfy	1
🙋‍♀️Bon dia! Es comença a intensificar la circulació a les carreteres catalanes, però de moment no consten incidències 	1
⚠️🚗 RETENCIONS a la #C17, entre Lliçà d'Amunt i Parets del Vallès, direcció Barcelona 	1
⚠️🚗 CALÇADA TALLADA a la #C58, a l'atura de la Bauma a Castellbell i el Vilar, a causa d'un accident 	1
⚠️🚗 ACCIDENT que provoca RETENCIONS a la #C58, entre Sant Quirze del Vallès i Sabadell, direcció Barcelona 	1
⚠️🚗 RETENCIONS a l' #A2, a l'altura del Bruc, en els dos sentits de la marxa 	1
⚠️🚗 ACCIDENT a la #C17, a l'altura de Montcada i Reixac, que dificulta la circulació 	1
⚠️🚗 CIRCULACIÓ INTENSA a la #C55, a Monistrol de Montserrat, sentit nord, cap a Manresa 	1
⚠️🚗 RETENCIONS a la #C31 a Ventalló en els dos sentits de la marxa. S'ha obert un pas alternatiu 	1
⚠️🚗 CALÇADA TALLADA a la #C37, a Querol, en els dos sentits d ela carretera, cap a Pont D'Armentera-Ral·li Catalunya Costa Daurada 	1
⚠️🚗 ACCIDENT a la #C58 a l'altura del Nus de la Trinitat sentit Barcelona. A la bifurcació amb l'avinguda Meridiana 	1
⚠️🚗 CIRCULACIÓ POC FLUÏDA a la #C60, a l'altura d'Òrrius, en direcció Granollers 	1
⚠️🚗 Aturades, també, a l'#A2, al túnel del Bruc, a causa d'un accident. Sentit Nord 	1
⚠️🚗 RETENCIONS a la #C58, entre Torre Baró i Cerdanyola del Vallès, direcció Sabadell. També hi ha circulació intensa a Torre Baró en direcció Barcelona 	1
🚙Circulació ja força fluïda a la xarxa viària catalana. Queden retencions de la B-24 Cervelló a N-340 Vallirana . 	1
🚆R3 ( La Tor de Querol 18:52 - l'Hospitalet de Llobregat 22:14) acumula  35 minuts de demora. 	1
⚠️🚚Encara CUA a l'AP-7 de Gelida  a Subirats -&gt;sud . 	1
⚠️🚗Continua l'EMBÚS a l'AP-7 de Subirats a la Granada sentit sud 	1
⚠️🚚🚗Encara del tots aturats a l'AP-7 de Sant Sadurní d'Anoia a Vilafranca del Penedès -&gt;sud. foto : J. Aguilera   https://t.co/C8uo8PqdrQ	1
"⚠️🚚🚗Encara 10 km de cua a l'AP-7 de Sant Sadurní d'Anoia a Vilafranca del Penedès -&gt;sud. Tot i que hi ha tots els carrils oberts. 
Hi ha hagut una topada d'una camió de matèries perilloses amb un turisme . Camió retirat . "	1
@JordiAguileraC @transit Gràcies Jordi ja ho estem explicant  a l'equip viari	1
"⚠️🚗Hi ha hagut una topada d'una camió de matèries perilloses amb un turisme a l'AP-7 a Vilafranca del Penedès -&gt;sud que ha obligat a tallar la via. 
Ja han pogut retirar el camió cisterna . CONGESTIÓ. "	1
EMBÚS a  l'AP-7 a Vilafranca del Penedès -&gt;sud per un accident. Foto : Vela.  https://t.co/7CMsa4mHzq	1
🔴Continua la CONGESTIÓ de 5 km a  l'AP -7 a Vilafranca del Penedès -&gt;sud per un accident . Ara hi ha tallada l'autopista i es recomana la sortida 27 . 	1
⚠️🚗Embús a la  C-44 a Vandellòs i l'Hospitalet de l'Infant d’entrada a la població per un accident. Afecta també un tram de l’A-7 	1
🚙Retencions a l’AP-7 de Sant Cugat a Barberà -&gt;nord i de Santa Perpètua a Barberà  i a Vilafranca del Penedès -&gt;sud  	1
⚠️🚗Cua a la Ronda litoral de Sant Adrià a Bon Pastor -&gt;Besòs per un accident i del NT a Bon Pastor -&gt;LL  	1
"🚙Ara CUES: 
C-58 a Sant Quirze-&gt;sud per un accident 
AP-7 de Cerdanyola a Barberà -&gt;nord 
 De B-24 Cervelló a N-340 Vallirana
 C-17 a Parets del Vallès. 
 C-55 a Sant Vicenç de Castellet -&gt;Castellgalí 
 C-65 a Quart , a banda i banda "	1
🚙Ara cua compacta a la Ronda de dalt d'Esplugues a Vallcarca sentit Besòs . 	1
🚆Retirat el tren que hi havia avariat a l'Hospitalet  	1
🚆R3 l'Hospitalet de Llobregat 14:53 - La Tor de Querol 18:06 acumula 30 minuts de demora. 	1
"⚠️🚗Accident a la Ronda litoral a Montjuïc -&gt;LL Cua des de Ciutat Vella sentit Llobregat i des de Zona Franca sentit Besòs 
➡️Recordar que fins a dos quarts de sis es manté tallada la TV-7411 a Riba-roja d’Ebre amb motiu del Ralli Catalunya costa Daurada . "	1
"🚙També ATURATS:
C-17 a Parets del Vallès. Afecta la sortida de l’AP-7 
C-55 a Sant Vicenç de Castellet -&gt;Castellgalí i a Manresa -&gt;Castellgalí . 🚧Hi ha obres a Castellgalí .
C-65 a Quart 
C-31 a Castell-Platja d’Aro -&gt; cap a Platja d’Aro "	1
"🚙Ara CUES:
Cues a l’AP-7 de Santa Perpètua a Barberà i a Sant Cugat -&gt;sud 
B-23 de Molins de Rei al Papiol sentit Girona 
C-58 a Sant Quirze&lt;-&gt; i a Montcada &lt;-&gt;
Pota nord de Santa Coloma de Gramenet -&gt;NT
De B-24 Cervelló a N-340 Vallirana "	1
🚆Retards que poden superar els 15 minuts sentit nord a les línies  R1, R3, R4 i R12 per l’avaria d’un tren a l’Hospitalet  	1
"⚠️🚗CUES a les RONDES:
➡️Cua a la Ronda litoral de Fòrum al Port Olímpic -&gt;LL per un accident i de Zona franca a Ciutat vella -&gt;Besòs  
➡️Ronda de dalt d’Esplugues a Vallcarca i a Horta -&gt;Besòs  "	1
"🚙ATURATS:
C-17 a Parets del Vallès. Afecta la sortida de l’AP-7 
Cues a la N-420 a Gandesa 
C-55 a Sant Vicenç de Castellet -&gt;Castellgalí 
N-II a Calella i a Pineda de Mar  "	1
"🚙CUES :
Cues a l’AP-7 de Santa Perpètua a Barberà i de Rubí al Papiol -&gt;sud 
B-23 de Molins de Rei al Papiol sentit Girona 
C-58 a Sant Quirze&lt;-&gt; i a Montcada &lt;-&gt;
De B-24 Cervelló a N-340 Vallirana "	1
⚠️🚗🚙🚗Continua la cua a l’A-2 a Caldes de Malavella -&gt;BCN . Hi ha hagut un accident múltiple . 	1
🔴Embús al a N-420 a Gandesa  	1
"🚙També retencions :
De B-24 Cervelló a N-340 Vallirana
C-58 a Sant Quirze i a Badia 
C-17 a Parets del Vallès 
I a la Ronda litoral a Can Tunis -&gt;Besòs  "	1
⚠️🚗🚗🚗Continua :Tallada l’A-2 a Caldes de Malavella -&gt;BCN per un accident múltiple . Hi ha cua. 	1
"⚠️🚗Aturats a la C-58 del NT a Montcada -&gt;Terrassa per un vehicle avariat .
Afecta:
 la Ronda litoral des de Sant Adrià i la Pota nord des de Santa Coloma de Gramenet . "	1
"⚠️Vehicle avariat a la C-58 a Torre Baró -&gt; Terrassa, que talla 1 carril. Retencions: 
➡️C-58: Nus de la Trinitat-Torre Baró 
➡️Ronda Litoral: Bon Pastor-Nus Trinitat 
"	1
⚫️Autovia A-2 tallada a #CaldesDeMalavella PK 698 en tots 2 sentits, a causa d'una topada múltiple. Desviaments per la GI-555 i la C-63. Precaució! 	1
⚠️Ronda Litoral: retencions #SantAdriàDeBesòs - Nus de la Trinitat. Accident a la Ronda a #SantaColoma, i una altra col·lisió a la C-58 a la sortida pel Nus de la Trinitat -&gt; Terrassa  https://t.co/YWeQ5Cc547	1
"🏎️Afectacions pel Ralli Catalunya-Costa Daurada: 
➡️N-420 a Gandesa
➡️C-44 a Benissanet (enllaç N-420) 
"	1
✔️Tots els carrils oberts a la C-58 a #Sabadell Nord -&gt; Terrassa, on hi ha hagut un accident. Encara retencions a la mateixa C-58 i AP-7 a #Barberà -&gt; sud 	1
"⚠️C-58: accident a la sortida de Sabadell Nord -&gt; Terrassa. 1 carril tallat. Retencions: 
➡️C-58 Cerdanyola - Sabadell Nord -&gt; Terrassa
➡️AP-7 a Barberà del Vallès -&gt; sud / enllaç C-58 
 https://t.co/ph8UbkS9dx"	1
🚧C-66: pas alternatiu a #SantJuliàDeRamis PK 36, a causa d'obres. Retencions en tots 2 sentits, i a l'AP-7 a #Girona Nord -&gt; França  https://t.co/BL8hHTixHA	1
✔️Tots els carrils oberts a l'A-2 a #Pallejà, on hi havia un accident 	1
⚫️Autovia A-2 tallada a #Granyanella PK 513 -&gt; BCN, a causa d'un accident. Es desvia la circulació per la calçada lateral, precaució! 	1
⚠️1 carril tallat a la C-32 nord autopista del Maresme a #Mataró -&gt; BCN, a causa d'un accident. 3 km de cua 	1
🚆⚠️Retards d'almenys 15' a l'R2 i l'R14, R15 i R16 de @Renfe @rodalies -&gt; sud, per una incidència a l'estació d'#ElPrat que afecta les instal·lacions d'@Adif_es 	1
⚠️Accident a l'autovia A-2 a #Pallejà -&gt; BCN. 1 carril tallat. Retencions des de #Martorell. Precaució! 	1
🚗🙋‍♀️Bon dia! Aturats a la Ronda Litoral, del Nus del Llobregat a Mercabarna -&gt; Trinitat, a causa d'un accident, que talla 1 carril. Precaució! 	1
🚙✅Ara : Circulació força fluïda a la xarxa viària catalana , només queda retenció de la B-24 Cervelló a N-340 Vallirana . 	1
✅Retirat el vehicle avariat a l'AP-7 al Papiol sentit sud. Millora la circulació 	1
"🚋Restablert el servei a totes les línies del TRAM. 
Freqüències de pas alterades a la línia T4 "	1
🚆R3 (La Tor de Carol 17:13 - l'Hospitalet 20:32 ) acumula 40 minuts de demora. 	1
🚙🔴Continua la CONGESTIÓ a l' AP-7 de Mollet a  Barberà i 8 km de Sant Cugat  al Papiol -&gt;sud  . Al Papiol hi ha un vehicle avariat . 	1
🚋Conseqüència d'un accident no hi ha servei a les parades Maresme i Port Fòrum del tramvia .  https://t.co/fxtWUVh4pw	1
🚙Trams de retencions a la Ronda de dalt sentit Besòs i a la Ronda litoral en tots dos sentits. 	1
🚆R3  ( l'Hospitalet 14:53 - La Tor de Querol 18:06) acumula 25 minuts de retard 	1
"🚙ATURATS:
C-1413 antiga d’entrada a la població de Sabadell 
Ronda sud de Granollers per un accident 
N-340 a Vallirana -&gt;sud 
Cinturó del litoral a Cornellà -&gt;Lleida 
C-32 a Sant Boi -&gt;Castelldefels 
C-60 a Argentona -&gt;Mataró  "	1
"🚙També RETENCIONS:
Cua a la C-17 a Tona -&gt;BCN per un accident en un tram d’obres 
C-17de Granollers  a Parets del Vallès &lt;-&gt; 
C-58 de Terrassa a Sant Quirze -&gt;sud 
Túnel de Vallvidrera de peatge a la boca nord  "	1
"🚙Ara CUES:
AP-7 de Mollet a  Barberà i de Sant Cugat  al Papiol -&gt;sud  
B-30 a Barberà sentit sud i a Cerdanyola sentit nord 
B-23 de Molins de Rei al Papiol -&gt;Girona i d’Esplugues a la Diagonal  "	1
✅Retirats els vehicles accidentats a la B-30 a Cerdanyola sentit nord 	1
⚠️🚗🚧Cua a la C-17 a Tona -&gt;BCN per un accident en un tram d’obres  	1
"🚙ATURATS:
AP-7 de Santa Perpètua a  Barberà -&gt;sud i  a Granollers -&gt;nord 
N-340 a Vallirana &lt;-&gt; "	1
"🚙També CUES:
AP-7 i B-30 a Barberà sentit sud 
C-58 a Sant Quirze -&gt;sud
C-35 a Sant Celoni -&gt;sud 
Ronda sud de Granollers 
Ronda litoral de Zona Franca a Montjuïc sentit Besòs
Extrem sud de la Gran Via de l’Hospitalet a plaça Espanya "	1
⚠️🚗Cua a la B-30 a Cerdanyola sentit nord a causa d’un accident  	1
⚠️🚗Pas alternatiu a la C-243 antiga a la Granada del Penedès per una topada de dos vehicles . 	1
"🚙CUES:
Ronda litoral a Can Tunis -&gt;Besòs  
EMBÚS : Extrem sud de la Gran Via de l’Hospitalet a plaça Espanya  "	1
"🚙RETENCIONS:
AP-7 a Mollet sentit sud i la C-17 a Parets sentit sud cap a l’AP-7 
C-58 a Sant Quirze i a Badia -&gt;sud 
C-35 a Sant Celoni -&gt;Montseny 
De B-24 Cervelló a N-340 Vallirana "	1
⚠️🚗Retencions a la Ronda de dalt d’Esplugues a Diagonal sentit Besòs per un  accident . 	1
⚠️Accident a l'AP-7 a #BarberàDelVallès -&gt; Girona. Retencions des de Bellaterra, precaució! 	1
❗️🚗Es manté un sol carril obert als Túnels del Garraf (C-32) a #SantPereDeRibes PK 29,5 -&gt; sud. Aquest matí han topat un camió i un turisme, i el passatger davanter del cotxe ha resultat ferit en estat crític 	1
⚠️1 carril obert als Túnels del Garraf (C-32) a #SantPereDeRibes PK 29,5 -&gt; sud. Topada camió-turisme, amb almenys 1 ferit greu, segons les primeres informacions 	1
⚫️Tallada la C-32 (Túnels del Garraf) a #SantPereDeRibes PK 29,5 -&gt; sud. Topada camió-turisme amb 1 persona ferida. Precaució!  https://t.co/LqBxDOqFSw	1
⚠️AP-7: retencions #Bellaterra - #Barberà -&gt; Girona, a causa d'un vehicle avariat que talla 1 carril 	1
"❗️🚗Encara llargues cues per un accident aquest matí a la B-20 sud a #Cornellà -&gt; BCN: 
➡️C-32 i B-20 Gavà - El Prat 
➡️C-31 Gavà - El Prat 
 https://t.co/PNwkIhsNVF"	1
"✔️Tots els carrils oberts a l'AP-7 a #MontornèsDelVallès -&gt; sud, on hi ha hagut un accident. Encara cues: 
➡️AP-7 La Roca-Montmeló (intermitent)
➡️C-60 Argentona-La Roca -&gt; AP-7 
"	1
⚫️🚆Interromput el pas de trens @Renfe @rodalies a l'estació de #Mollet - #SantFost, a causa de l'atropellament d'una persona a l'entrada de l'estació. Afecta R2 i R11 	1
⚠️🚆R3 @rodalies L'Hospitalet de Llobregat 06:14 - La Tor de Querol 09:40 circula amb 40' de retard 	1
"⚠️Per accident a la B-20 sud a #Cornellà, cues: 
➡️C-32 i B-20 sud de Castelldefels a Cornellà -&gt; BCN
➡️C-31 de Castelldefels al Prat -&gt; BCN
➡️B-22 al Prat per anar de la C-31 a la B-20 -&gt; BCN 
 https://t.co/p1nOoWE2BY"	1
⚠️Accident a la B-20 sud a #Cornellà -&gt; BCN. Cua des de l'autopista del Garraf: Castelldefels - Cornellà -&gt; BCN. Precaució!  https://t.co/Llw6zlNf0Z	1
@Merilin1979 Gràcies, bon dia! 🙂	1
"⚠️🚗Cues habituals als principals accessos a BCN, i 2 incidències: 
➡️Accident a l'AP-7 a #MontornèsDelVallès PK 135 -&gt; sud. 
➡️Cua a la C-32 i B-20 sud Gavà-El Prat, per possible incidència a la B-20 -&gt; BCN 
 https://t.co/j9bfZhYVpG"	1
"🚙A aquesta hora la circulació força fluida a la xarxa viaria del país.
Només es manté el pas alternatiu a la C-162 a Urús on aquesta tarda hi ha bolcat un tràiler . "	1
⚠️🚗Retencions a la Ronda de dalt d’Horta a Pedralbes -&gt;LL per un accident. 	1
⚠️🚗Cua a la C-17 de Canovelles  al Coll de la Manya sentit Barcelona per un accident . 	1
⚠️🚚A la C-162 a Urús ha bolcat un tràiler carregat de palets de cotó. Foto (Bombers).  https://t.co/HCtntFcieJ	1
"🚙Retencions 
C-1413 antiga d’entrada a la població de Sabadell 
C-60 a Argentona -&gt;Mataró 
N-II a Caldes de Malavella sentit sud . "	1
⚠️🚗Pas alternatiu a la N-340 a Sant Carles de la Ràpita per una topada de dos vehicles . CUA 	1
"🚙Complicada la circulació a l'àrea metropolitana de BCN .Cues llargues a la B-23, C.-58 i pota nord per accedir a la ciutat . 
Congestió també a la Ronda litoral .  https://t.co/TJJSrcW6Ah"	1
"🚙Trams de retencions a totes dues Rondes de Barcelona .
➡️Ronda de dalt sentit Besòs i Ronda litoral en tots dos sentits .
➡️Retencions llargues a la Diagonal d’entrada a Barcelona , des de la B-23 fins a l’altura de l’illa Diagonal . "	1
⚠️🚗Retencions a la C-32 a Sant Boi -&gt;BCN per una col·lisió També hi ha aturades sentit contrari . 	1
⚠️🚗Trams de retencions  a la N-II de Calella a Pineda de Mar -&gt;nord per un accident . 	1
✅Retirats els vehicles accidentat a la Diagonal ,  a prop del club de Polo . 	1
"🚙RETENCIONS:
AP-7 de Santa Perpètua a Barberà i de Rubí al Papiol -&gt;sud 
B-30 a Barberà -&gt;sud i a Cerdanyola -&gt;nord 
B-23 de Molins de Rei al Papiol -&gt;Girona i d’Esplugues a la Diagonal  
Cinturó del litoral a Cornellà 
C-17 de Lliça a Parets "	1
"🚙CUES:
➡️ C-16 a Viladecavalls -&gt;sud 
🚧C-58 de Terrassa a  Sant Quirze -&gt;sud per obres 
🚧A-2 de Martorell a Castellbisbal -&gt;sud per obres "	1
🚧Cua a l'A-2 a Castellbisbal -&gt;sud per obres  	1
⚠️🚗A BCN : Retencions a la Diagonal entre la B-23 i plaça Reina Maria Cristina per un accident a prop del club de Polo . 	1
✅Retirats els vehicles accidentats a la Ronda litoral a Montjuïc sentit LL 	1
⚠️🛵Aturats 2 km a l'AP-7 la sortida de Girona oest (km 58,5) sentit França. Hi ha una moto a terra .	1
🚆Retards de més d’un quart d’hora a les línies  R2 i R2nord per una avaria al sistema de senyalització a l'estació de Sant Andreu Comtal. 	1
⚠️🚗Aturada la circulació a la Ronda litoral del Poblenou a Montjuïc -&gt;Llobregat per un accident i retencions de Zona Franca a Montjuïc -&gt;Besòs 	1
⚠️🚗🛵Cua compacta a  l’AP-7 a Sant Julià de Ramis -&gt;França per una topada d’un turisme amb una moto. 	1
"🚙També aturats :
🚧C-17 de la Llagosta a Montcada -&gt;BCN per obres 
🚧C-58 a sant Quirze -&gt;sud 
De B-24 Cervelló a N-340 Vallirana "	1
"⚠️🚗Cua a l’A-2 de Cornellà a Joan Despí  -&gt;Martorell per una nova  col·lisió. Afecta l’últim tram de la Ronda litoral per agafar l’A-2 
També aturada la circulació a la Ronda litoral de Zona Franca a Montjuïc sentit Besòs  "	1
"⚠️🚗Cua a l’A-2 de Sant Joan Despí a Sant Feliu de LL -&gt;Martorell per una col·lisió.
Retencions a la C-58 a Sant Quirze sentit sud "	1
⚠️Accident a l'autopista del Garraf (C-32) a #SantBoiDeLlobregat -&gt; sud. 1 carril tallat, retencions 	1
✔️Retirat un camió avariat que complicava la circulació a l'AP-7 a #SantCugatDelVallès -&gt; sud 	1
❗️AP-7: retencions Bellaterra - Sant Cugat del Vallès -&gt; sud, a causa d'un vehicle avariat que talla 1 carril 	1
✔️Reoberta la C-17 a #Granollers -&gt; Vic, on hi ha hagut un accident. Retencions des de #Mollet, precaució! 	1
⚫️C-17 tallada a #Granollers PK 18 -&gt; Vic, a causa d'un accident 	1
